run_timestamp,unit_index,condition_label,manual_best_batch_idx,reference_best_batch_idx,mds_manual_fit_distance_to_data,mds_original_model_distance_to_data,mds_distance_improvement,reference_data_mds_x,reference_data_mds_y,reference_model_mds_x,reference_model_mds_y,manual_fit_mds_x,manual_fit_mds_y,raw_raster_mse,raw_raster_rmse,raw_raster_mae,psth_5ms_sse,psth_10ms_sse,psth_20ms_sse,psth_50ms_sse,psth_5ms_pearson_r,psth_10ms_pearson_r,psth_20ms_pearson_r,psth_50ms_pearson_r,rcorr,psth_20ms_cosine_similarity,split_half_data_20ms,split_half_model_20ms,noise_corrected_r_10ms,lifetime_sparseness_data_20ms,lifetime_sparseness_model_20ms,lifetime_sparseness_abs_error_20ms,firing_rate_abs_error_hz,peak_rate_abs_error_hz,peak_latency_abs_error_ms,onset_responsiveness_abs_error,offset_responsiveness_abs_error,unit_folder,config_path,config_strfGain,config_paramH_alpha,generated_solver_path,On_ROn_gSYN,Off_ROn_gSYN,On_SOnOff_gSYN,Off_SOnOff_gSYN,SOnOff_ROn_gSYN,ROn_tau_ad,ROn_g_inc,offset_responsiveness_abs_error_Just_first_bump
2026-04-08T13:13:31,133,contra,0,1,27.463884054,41.4772730388,14.0133889849,28.2922293752,74.615157806,11.8603350349,36.5316045693,1.4879167683,68.6323697433,0.00329519133084,0.0574037571143,0.00329519133084,1565,1891,2433,3871,0.585234554435,0.689581102587,0.740303298535,0.722624440521,0.689581102587,0.802896488065,0.910074400643,0.889597197733,0.720904493307,0.791464693226,0.681512452692,0.109952240534,3.89248657227,15,0,0.0011412453857,0.102552384043,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,,,,,,,,,,,,
2026-04-08T13:15:14,133,contra,0,1,16.2594679815,41.4772730388,25.2178050574,28.2922293752,74.615157806,11.8603350349,36.5316045693,12.169747795,76.7213122963,0.00366430659778,0.0605335163177,0.00366430659778,1889,2479,3041,4935,0.587637807261,0.683478992785,0.731800697166,0.725904360014,0.683478992785,0.796455433423,0.910074400643,0.908875577219,0.714224473374,0.791464693226,0.640248352109,0.151216341116,7.78497314453,30.0000076294,0,0.0274288550979,0.106061642588,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,,,,,,,,,,,,
2026-04-08T13:20:21,133,contra,0,1,15.0475552828,41.4772730388,26.4297177561,28.2922293752,74.615157806,11.8603350349,36.5316045693,13.9882478809,79.2868848314,0.00379853020422,0.0616322172587,0.00379853020422,2279,3017,3991,5731,0.524797449938,0.630043710608,0.657754901314,0.680658536248,0.630043710608,0.744208760911,0.910074400643,0.900016558316,0.65933150507,0.791464693226,0.632665181489,0.158799511737,8.79165077209,15,0,0.020553676968,0.113265858353,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,,,,,,,,,,,,
2026-04-08T13:26:34,133,contra,0,1,15.6397117053,41.4772730388,25.8375613335,28.2922293752,74.615157806,11.8603350349,36.5316045693,12.6541882497,74.3865708746,0.00369115127251,0.060754845671,0.00369115127251,2069,2805,3537,5197,0.548413514059,0.617206919063,0.669836772584,0.679684097035,0.617206919063,0.752697600262,0.910074400643,0.824107177375,0.645047306647,0.791464693226,0.62020489331,0.171259799916,7.91919708252,15,0,0.0103957251356,0.130188364682,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.0025,,0.00176061899401,0.0378185249865,0.040494877845,0.0538099519908,0.0521165728569,100,0.008,
2026-04-08T13:33:44,133,contra,0,1,15.2117488178,41.4772730388,26.265524221,28.2922293752,74.615157806,11.8603350349,36.5316045693,13.3739005604,71.6418149954,0.00371464039199,0.0609478497733,0.00371464039199,2036,2710,3572,5055,0.536532575002,0.623052275355,0.652963259029,0.689543204729,0.623052275355,0.74082566518,0.910074400643,0.867411954429,0.651115350524,0.791464693226,0.595369604591,0.196095088634,8.086977005,10,0,0.00175217241874,0.129302763526,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.02,0,0,0.2,0.2,100,0.008,
2026-04-08T13:36:28,133,contra,0,1,24.7708941611,41.4772730388,16.7063788777,28.2922293752,74.615157806,11.8603350349,36.5316045693,4.05941486373,69.4801896078,0.00339250359684,0.0582452023504,0.00339250359684,1744,2330,3018,4342,0.575673947047,0.6439893939,0.681907495794,0.69348680759,0.6439893939,0.760929343668,0.910074400643,0.89572232732,0.673081912961,0.791464693226,0.66030267136,0.131162021865,4.86560821533,5,0,0.0258640248846,0.133309211149,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.02,0,0,0.2,0.4,100,0.008,
2026-04-08T13:38:14,133,contra,0,1,155.168119625,41.4772730388,-113.690846586,28.2922293752,74.615157806,11.8603350349,36.5316045693,9.38310872426,-79.3964992336,0.00351330498233,0.0592731387927,0.00351330498233,2224,3166,4086,5006,0.465014530727,0.537668400584,0.63288991356,0.7093410874,0.537668400584,0.723056221729,0.910074400643,0.916584807267,0.562314121493,0.791464693226,0.701485018879,0.0899796743461,5.8722858429,35,0,0.0450938014023,0.140220803453,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.005,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.02,0,0,0.2,0.4,100,0.008,
2026-04-08T13:39:56,133,contra,0,1,24.0377976028,41.4772730388,17.4394754361,28.2922293752,74.615157806,11.8603350349,36.5316045693,4.74873379623,79.4648515608,0.00344954873435,0.0587328590684,0.00344954873435,1815,2459,3363,4495,0.584328104728,0.660963742174,0.701007658759,0.727826252773,0.660963742174,0.77302032014,0.910074400643,0.921032687546,0.691890382255,0.791464693226,0.710249973686,0.0812147195397,5.50317001343,25,0,0.0235900048778,0.137326404735,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.0035,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.02,0,0,0.2,0.4,100,0.008,
2026-04-08T13:41:47,133,contra,0,1,29.0697264418,41.4772730388,12.407546597,28.2922293752,74.615157806,11.8603350349,36.5316045693,45.1539182653,98.294947568,0.00451662717387,0.0672058566932,0.00451662717387,2913,4235,6427,10173,0.582126494052,0.670669014488,0.699805124443,0.721114688196,0.670669014488,0.773746492176,0.910074400643,0.929131744697,0.70249376478,0.791464693226,0.631206028905,0.160258664321,16.17395401,70,0,0.0205220938549,0.1165883659,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.0035,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.03,0,0,0.2,0.4,100,0.008,
2026-04-08T13:43:11,133,contra,0,1,37.9227664062,41.4772730388,3.55450663258,28.2922293752,74.615157806,11.8603350349,36.5316045693,48.3155089601,106.820817038,0.00462736142799,0.068024711892,0.00462736142799,3230,5104,8572,11836,0.540914627605,0.61153793298,0.63278212455,0.703038392136,0.61153793298,0.725778866857,0.910074400643,0.956275705073,0.641728683564,0.791464693226,0.657612075392,0.133852617833,17.1470756531,80.0000152588,0,0.0165296097035,0.122519098337,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.35,0.004,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.03,0,0,0.2,0.4,100,0.008,
2026-04-08T13:45:20,133,contra,0,1,37.5392545986,41.4772730388,3.93801844024,28.2922293752,74.615157806,11.8603350349,36.5316045693,43.9413427609,108.737011303,0.00448642671108,0.0669807935985,0.00448642671108,3494,5386,8166,10954,0.496970835416,0.582735953418,0.657392752698,0.723235554803,0.582735953418,0.742271817064,0.910074400643,0.949714835765,0.609045857307,0.791464693226,0.684154097903,0.107310595322,15.8048400879,95,0,0.0514567011291,0.16680082238,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.2,0.005,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.03,0,0,0.2,0.4,100,0.008,
2026-04-08T13:47:08,133,contra,0,1,28.8665929942,41.4772730388,12.6106800446,28.2922293752,74.615157806,11.8603350349,36.5316045693,30.6406467747,103.386065453,0.0042045568116,0.0648425540182,0.0042045568116,3168,4952,6992,9408,0.483934805591,0.553968332478,0.641975435429,0.701379908065,0.553968332478,0.730071319982,0.910074400643,0.955601087486,0.579205203399,0.791464693226,0.697692589648,0.0937721035778,12.8519172668,60,0,0.0208029142458,0.128469111511,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.2,0.005,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0,0,0.2,0.4,100,0.008,
2026-04-08T13:52:06,133,contra,0,1,163.468634772,41.4772730388,-121.991361733,28.2922293752,74.615157806,11.8603350349,36.5316045693,23.0725252829,-88.7701207332,0.00382201932371,0.0618224823483,0.00382201932371,2718,3962,5352,6634,0.440919286459,0.519282202137,0.622570637931,0.726398734025,0.519282202137,0.716009862647,0.910074400643,0.907510390869,0.542484858743,0.791464693226,0.694571438747,0.0968932544789,9.22787666321,35,0,0.107983441714,0.191673331908,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.1,0.005,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0,0,0.2,0.4,100,0.008,
2026-04-08T13:54:30,133,contra,0,1,161.695832138,41.4772730388,-120.218559099,28.2922293752,74.615157806,11.8603350349,36.5316045693,16.1429960963,-86.6236038536,0.00365759548731,0.0604780578996,0.00365759548731,2499,3275,4441,5099,0.44101192775,0.56527853188,0.664888115846,0.728872542186,0.56527853188,0.745640808777,0.910074400643,0.898477423661,0.590407569357,0.791464693226,0.716439521555,0.0750251716704,7.31518936157,10,0,0.0751953008444,0.173497467637,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.1,0.004,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0,0,0.2,0.4,100,0.008,
2026-04-08T13:57:53,133,contra,0,1,20.6380822676,41.4772730388,20.8391907712,28.2922293752,74.615157806,11.8603350349,36.5316045693,15.6320585757,90.913946565,0.00379517464899,0.061604988832,0.00379517464899,2450,3524,4374,5368,0.505280699533,0.590395556911,0.707350406856,0.761901506474,0.590395556911,0.77808613226,0.910074400643,0.91186865595,0.616746427625,0.791464693226,0.703262394953,0.088202298273,8.95943069458,65,0,0.0930804191987,0.177341425773,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.1,0.004,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.03,0,0,0.2,0.4,100,0.008,
2026-04-08T16:01:08,133,contra,0,1,23.5125970738,41.4772730388,17.9646759651,28.2922293752,74.615157806,11.8603350349,36.5316045693,9.19451221031,88.3308211237,0.00360390590504,0.0600325403847,0.00360390590504,2063,2803,4079,4945,0.544334867593,0.636246942729,0.700868302974,0.740593312281,0.636246942729,0.771400902264,0.910074400643,0.925814159843,0.665733494822,0.791464693226,0.732863610246,0.0586010829798,6.77829551697,25,0,0.0457268007698,0.153964823456,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.1,0.004,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0,0,0.2,0.4,100,0.008,
2026-04-09T10:57:40,133,contra,0,1,152.222614746,41.4772730388,-110.745341707,28.2922293752,74.615157806,11.8603350349,36.5316045693,11.8380946191,-76.7155591334,0.00349988252856,0.0591598050078,0.00349988252856,1916,2544,3174,4054,0.51631812115,0.613279914302,0.712130016122,0.769426005654,0.613279914302,0.782051181877,0.910074400643,0.908561602506,0.641049837015,0.791464693226,0.692071018633,0.099393674593,5.8722858429,20.0000076294,0,0.115806465555,0.188930234832,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.004,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0.01,0,0.05,0.4,100,0.008,
2026-04-09T10:59:30,133,contra,0,1,43.4271633657,41.4772730388,-1.94989032686,28.2922293752,74.615157806,11.8603350349,36.5316045693,-7.5556131582,50.1029016125,0.00291936518624,0.0540311501473,0.00291936518624,1591,1849,2381,3625,0.493546262589,0.630411019749,0.701702116394,0.716753288687,0.630411019749,0.775183137907,0.910074400643,0.742355675902,0.658665781636,0.791464693226,0.655155985811,0.136308707414,0.134224891663,5,0,0.0868664284075,0.196961163822,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.027,0.01,0,0.05,0.4,100,0.008,
2026-04-09T11:01:04,133,contra,0,1,32.5819214993,41.4772730388,8.89535153955,28.2922293752,74.615157806,11.8603350349,36.5316045693,0.282252661998,57.9711554894,0.00319452374242,0.0565201180326,0.00319452374242,1617,1893,2253,3281,0.521644433372,0.648969782091,0.731870073693,0.752916939802,0.648969782091,0.796242153888,0.910074400643,0.80148804475,0.678912244414,0.791464693226,0.630693434875,0.160771258351,2.81869697571,10,0,0.0396298921146,0.107456627802,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.035,0.01,0,0.05,0.4,100,0.008,
2026-04-09T11:02:53,133,contra,0,1,41.6906527676,41.4772730388,-0.213379728784,28.2922293752,74.615157806,11.8603350349,36.5316045693,-3.58596691091,47.7471260631,0.0030300996732,0.0550463411427,0.0030300996732,1442,1796,2462,3896,0.550841094309,0.642213862625,0.691676461619,0.687613493576,0.642213862625,0.766377155914,0.910074400643,0.683645880511,0.672755947377,0.791464693226,0.57621759279,0.215247100436,1.24156856537,20,0,0.0899715627088,0.195853954956,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.04,0.01,0,0.05,0.4,100,0.015,
2026-04-09T11:06:15,133,contra,0,1,152.48472352,41.4772730388,-111.007450481,28.2922293752,74.615157806,11.8603350349,36.5316045693,24.9987302647,-77.8339936202,0.00393946515396,0.0627651587584,0.00393946515396,2353,3035,4087,5720,0.502781234063,0.611636702855,0.66897986823,0.721277115351,0.611636702855,0.751920275322,0.910074400643,0.767578120254,0.638715561258,0.791464693226,0.603814455642,0.187650237584,10.4023342133,0,0,0.123362354208,0.159169349823,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.04,0.01,0,0.05,0.4,100,0.003,
2026-04-09T11:07:58,133,contra,0,1,139.160063955,41.4772730388,-97.6827909159,28.2922293752,74.615157806,11.8603350349,36.5316045693,15.1284324467,-63.920894723,0.003634106135,0.060283547797,0.003634106135,1702,2256,2930,3932,0.535216252911,0.619506711995,0.691398363942,0.758822402899,0.619506711995,0.765107658646,0.910074400643,0.761393923961,0.648785548886,0.791464693226,0.557625507753,0.233839185473,7.34874534607,15,0,0.0731035602265,0.184168212832,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.04,0.01,0,0.05,0.4,100,0.006,
2026-04-09T11:09:18,133,contra,0,1,27.3209488034,41.4772730388,14.1563242354,28.2922293752,74.615157806,11.8603350349,36.5316045693,4.21242578887,61.7079000505,0.00336230336688,0.0579853720078,0.00336230336688,1759,2193,2569,3950,0.516428243636,0.623566789996,0.70664120903,0.711300914986,0.623566789996,0.778188184753,0.910074400643,0.773397326052,0.651446195726,0.791464693226,0.615769385564,0.175695307661,4.42938232422,0,0,0.0971484888257,0.18220542811,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\post_fit_reports\unit_133,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\config\config.yaml,0.08,0.0025,C:\Users\ipboy\Documents\GitHub\MouseSpatialGrid\LearningModels\Manual_Tuning\BuildFile\generated_solve_file.py,0.04,0,0,0.05,0.4,100,0.008,
